Info    2025-01-09 13:50:22  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(Manager.cpp-L0100)  ProcessName:main(25837)   Description:Current dynamic library path[/opt/MVS/lib/64/libMvUsb3vTL.so]     Solution:
Info    2025-01-09 13:50:22  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(Manager.cpp-L0102)  ProcessName:main(25837)   Description:U3V_Version: 4.3.0.3, U3V_Description: BaseLine Build 20231208     Solution:
Info    2025-01-09 13:50:22  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(DriverLayer.cpp-L0758)  ProcessName:main(25837)   Description:device speed: [0x4]     Solution:
Info    2025-01-09 13:50:28  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(Manager.cpp-L0100)  ProcessName:main(25911)   Description:Current dynamic library path[/opt/MVS/lib/64/libMvUsb3vTL.so]     Solution:
Info    2025-01-09 13:50:28  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(Manager.cpp-L0102)  ProcessName:main(25911)   Description:U3V_Version: 4.3.0.3, U3V_Description: BaseLine Build 20231208     Solution:
Info    2025-01-09 13:50:28  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(DriverLayer.cpp-L0758)  ProcessName:main(25911)   Description:device speed: [0x4]     Solution:
Info    2025-01-09 13:50:29  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(DeviceControl.cpp-L0034)  ProcessName:main(25911)   Description:U3V HeartBeat Start, ThreadId[843040320]     Solution:
Info    2025-01-09 13:50:29  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(DeviceControl.cpp-L1158)  ProcessName:main(25911)   Description:Set TransferSize, Size[1048576]  success.     Solution:
Info    2025-01-09 13:50:29  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(StreamProcess.cpp-L0974)  ProcessName:main(25911)   Description:U3V StreamRecvThread Start, ThreadId[859825728]     Solution:
Info    2025-01-09 13:50:29  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(StreamProcess.cpp-L2384)  ProcessName:main(25911)   Description:U3V EventRecvThread Start, ThreadId[587191872]     Solution:
Warning 2025-01-09 13:50:29  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(StreamProcess.cpp-L1741)  ProcessName:main(25911)   Description:Delete one Data Node, nCurFramenum = 2     Solution:Input list is empty, Please confirm that there is a blocking operation when you grab frame
Warning 2025-01-09 13:50:29  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(StreamProcess.cpp-L1741)  ProcessName:main(25911)   Description:Delete one Data Node, nCurFramenum = 3     Solution:Input list is empty, Please confirm that there is a blocking operation when you grab frame
Warning 2025-01-09 13:50:29  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(StreamProcess.cpp-L1741)  ProcessName:main(25911)   Description:Delete one Data Node, nCurFramenum = 4     Solution:Input list is empty, Please confirm that there is a blocking operation when you grab frame
Warning 2025-01-09 13:50:29  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(StreamProcess.cpp-L1741)  ProcessName:main(25911)   Description:Delete one Data Node, nCurFramenum = 5     Solution:Input list is empty, Please confirm that there is a blocking operation when you grab frame
Warning 2025-01-09 13:50:29  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(StreamProcess.cpp-L1741)  ProcessName:main(25911)   Description:Delete one Data Node, nCurFramenum = 6     Solution:Input list is empty, Please confirm that there is a blocking operation when you grab frame
Warning 2025-01-09 13:50:29  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(StreamProcess.cpp-L1741)  ProcessName:main(25911)   Description:Delete one Data Node, nCurFramenum = 7     Solution:Input list is empty, Please confirm that there is a blocking operation when you grab frame
Warning 2025-01-09 13:50:29  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(StreamProcess.cpp-L1741)  ProcessName:main(25911)   Description:Delete one Data Node, nCurFramenum = 8     Solution:Input list is empty, Please confirm that there is a blocking operation when you grab frame
Warning 2025-01-09 13:50:29  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(StreamProcess.cpp-L1741)  ProcessName:main(25911)   Description:Delete one Data Node, nCurFramenum = 9     Solution:Input list is empty, Please confirm that there is a blocking operation when you grab frame
Warning 2025-01-09 13:50:29  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(StreamProcess.cpp-L1741)  ProcessName:main(25911)   Description:Delete one Data Node, nCurFramenum = 10     Solution:Input list is empty, Please confirm that there is a blocking operation when you grab frame
Warning 2025-01-09 13:50:29  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(StreamProcess.cpp-L1741)  ProcessName:main(25911)   Description:Delete one Data Node, nCurFramenum = 11     Solution:Input list is empty, Please confirm that there is a blocking operation when you grab frame
Warning 2025-01-09 13:50:29  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(StreamProcess.cpp-L1741)  ProcessName:main(25911)   Description:Delete one Data Node, nCurFramenum = 12     Solution:Input list is empty, Please confirm that there is a blocking operation when you grab frame
Info    2025-01-09 13:57:25  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(Manager.cpp-L0100)  ProcessName:main(27486)   Description:Current dynamic library path[/opt/MVS/lib/64/libMvUsb3vTL.so]     Solution:
Info    2025-01-09 13:57:25  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(Manager.cpp-L0102)  ProcessName:main(27486)   Description:U3V_Version: 4.3.0.3, U3V_Description: BaseLine Build 20231208     Solution:
Info    2025-01-09 13:57:25  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(DriverLayer.cpp-L0758)  ProcessName:main(27486)   Description:device speed: [0x4]     Solution:
Info    2025-01-09 13:57:26  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(DeviceControl.cpp-L0034)  ProcessName:main(27486)   Description:U3V HeartBeat Start, ThreadId[260040256]     Solution:
Info    2025-01-09 13:57:26  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(DeviceControl.cpp-L1158)  ProcessName:main(27486)   Description:Set TransferSize, Size[1048576]  success.     Solution:
Info    2025-01-09 13:57:26  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(StreamProcess.cpp-L0974)  ProcessName:main(27486)   Description:U3V StreamRecvThread Start, ThreadId[4286572096]     Solution:
Info    2025-01-09 13:57:26  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(StreamProcess.cpp-L2384)  ProcessName:main(27486)   Description:U3V EventRecvThread Start, ThreadId[4278179392]     Solution:
Warning 2025-01-09 13:57:26  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(StreamProcess.cpp-L1741)  ProcessName:main(27486)   Description:Delete one Data Node, nCurFramenum = 3     Solution:Input list is empty, Please confirm that there is a blocking operation when you grab frame
Warning 2025-01-09 13:57:26  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(StreamProcess.cpp-L1741)  ProcessName:main(27486)   Description:Delete one Data Node, nCurFramenum = 4     Solution:Input list is empty, Please confirm that there is a blocking operation when you grab frame
Warning 2025-01-09 13:57:26  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(StreamProcess.cpp-L1741)  ProcessName:main(27486)   Description:Delete one Data Node, nCurFramenum = 5     Solution:Input list is empty, Please confirm that there is a blocking operation when you grab frame
Warning 2025-01-09 13:57:26  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(StreamProcess.cpp-L1741)  ProcessName:main(27486)   Description:Delete one Data Node, nCurFramenum = 6     Solution:Input list is empty, Please confirm that there is a blocking operation when you grab frame
Warning 2025-01-09 13:57:26  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(StreamProcess.cpp-L1741)  ProcessName:main(27486)   Description:Delete one Data Node, nCurFramenum = 7     Solution:Input list is empty, Please confirm that there is a blocking operation when you grab frame
Warning 2025-01-09 13:57:26  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(StreamProcess.cpp-L1741)  ProcessName:main(27486)   Description:Delete one Data Node, nCurFramenum = 8     Solution:Input list is empty, Please confirm that there is a blocking operation when you grab frame
Warning 2025-01-09 13:57:26  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(StreamProcess.cpp-L1741)  ProcessName:main(27486)   Description:Delete one Data Node, nCurFramenum = 9     Solution:Input list is empty, Please confirm that there is a blocking operation when you grab frame
Warning 2025-01-09 13:57:26  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(StreamProcess.cpp-L1741)  ProcessName:main(27486)   Description:Delete one Data Node, nCurFramenum = 10     Solution:Input list is empty, Please confirm that there is a blocking operation when you grab frame
Warning 2025-01-09 13:57:26  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(StreamProcess.cpp-L1741)  ProcessName:main(27486)   Description:Delete one Data Node, nCurFramenum = 11     Solution:Input list is empty, Please confirm that there is a blocking operation when you grab frame
Warning 2025-01-09 13:57:26  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(StreamProcess.cpp-L1741)  ProcessName:main(27486)   Description:Delete one Data Node, nCurFramenum = 12     Solution:Input list is empty, Please confirm that there is a blocking operation when you grab frame
Warning 2025-01-09 13:57:26  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(StreamProcess.cpp-L1741)  ProcessName:main(27486)   Description:Delete one Data Node, nCurFramenum = 13     Solution:Input list is empty, Please confirm that there is a blocking operation when you grab frame
Warning 2025-01-09 13:57:27  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(StreamProcess.cpp-L1741)  ProcessName:main(27486)   Description:Delete one Data Node, nCurFramenum = 14     Solution:Input list is empty, Please confirm that there is a blocking operation when you grab frame
Warning 2025-01-09 13:57:27  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(StreamProcess.cpp-L1741)  ProcessName:main(27486)   Description:Delete one Data Node, nCurFramenum = 15     Solution:Input list is empty, Please confirm that there is a blocking operation when you grab frame
Warning 2025-01-09 13:57:27  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(StreamProcess.cpp-L1741)  ProcessName:main(27486)   Description:Delete one Data Node, nCurFramenum = 16     Solution:Input list is empty, Please confirm that there is a blocking operation when you grab frame
Warning 2025-01-09 13:57:27  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(StreamProcess.cpp-L1741)  ProcessName:main(27486)   Description:Delete one Data Node, nCurFramenum = 17     Solution:Input list is empty, Please confirm that there is a blocking operation when you grab frame
Warning 2025-01-09 13:57:27  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(StreamProcess.cpp-L1741)  ProcessName:main(27486)   Description:Delete one Data Node, nCurFramenum = 18     Solution:Input list is empty, Please confirm that there is a blocking operation when you grab frame
Warning 2025-01-09 13:57:27  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(StreamProcess.cpp-L1741)  ProcessName:main(27486)   Description:Delete one Data Node, nCurFramenum = 19     Solution:Input list is empty, Please confirm that there is a blocking operation when you grab frame
Warning 2025-01-09 13:57:27  DevID:MV-CA016-10UC(00DA1923282)  Source-Line:libMvUsb3vTL.so(StreamProcess.cpp-L1741)  ProcessName:main(27486)   Description:Delete one Data Node, nCurFramenum = 20     Solution:Input list is empty, Please confirm that there is a blocking operation when you grab frame
